"genre","artist_name","track_name","track_id","popularity","acousticness","danceability","duration_ms","energy","instrumentalness","key","liveness","loudness","mode","speechiness","tempo","time_signature","valence"
"Alternative","Ruelle","Monsters","14fRrLJwF9Ca6n5SXMbs5M",54,0.406,0.698,200896,0.467,0.00136,"A",0.0748,-8.376,"Major",0.0633,84.922,"4/4",0.501
"Dance","Calvin Harris","I Need Your Love (feat. Ellie Goulding)","05SBRd4fXgn8FX7bf8BCAE",70,0.41,0.695,234507,0.869,0,"G#",0.237,-5.066,"Major",0.0483,124.989,"4/4",0.58
"Movie","Alan Menken","The Queen Wants Snow Killed","3Xc6jg7avIzprEgri841kf",5,0.321,0.0824,170480,0.259,0.539,"F",0.108,-12.701,"Major",0.0348,61.533,"5/4",0.0316
"Blues","Run The Jewels","Blockbuster Night, Pt. 1","5jQYkYhoOlBW4vJ2l4TCxl",61,0.0353,0.701,152253,0.525,2.55e-06,"C#",0.0615,-7.938,"Minor",0.382,75.693,"4/4",0.385
"Comedy","Anjelah Johnson","Don't Have Kids, Don't Want Kids","2T6MKjpgHBieBlhZm5Tcha",15,0.823,0.7,180208,0.552,0,"G",0.885,-13.525,"Major",0.96,84.176,"4/4",0.0637
"Country","Overtime","County Line","6kzX975A4H4BJ7MldvLyXU",41,0.245,0.664,237720,0.557,1.6e-06,"D",0.114,-9.223,"Minor",0.0362,131,"4/4",0.249
"Classical","Maurice Ravel","Ma mère l'oye, ballet, M. 62: Apothéose:Le Jardin féerique.Lent et grave","6xEBSvLDWaFinm8v3NZQCX",31,0.893,0.1,209000,0.0221,0.853,"C",0.336,-25.052,"Major",0.0348,89.823,"4/4",0.0642
"Dance","Justin Timberlake","Take Back the Night","0a4ZGSRZOgspQy2HYzU82l",56,0.043,0.588,353160,0.664,4.3e-05,"G",0.639,-5.18,"Major",0.159,106.502,"4/4",0.333
"Soundtrack","Brian Tyler","War Machine","3hYQLVJuzkWJrdkGnVcJac",31,0.341,0.176,438147,0.282,0.802,"D",0.118,-18.721,"Major",0.0384,87.087,"4/4",0.0361
"Soul","Brent Faiyaz","Poundz","1eiHoDJZACAZDn9lU7AuIx",55,0.443,0.657,192562,0.456,9.84e-06,"C",0.234,-11.761,"Minor",0.257,84.414,"4/4",0.206
"Reggae","Dirty Heads","Stand Tall - Acoustic","2QIxhqodzQcu0ZurFS8IWS",35,0.725,0.687,190293,0.373,0,"E",0.167,-13.231,"Minor",0.0906,155.868,"4/4",0.933
"Pop","Drake","4422","2fkeWbM6iqTw7oGHTYm2lw",65,0.499,0.621,186293,0.247,0.0239,"B",0.113,-12.291,"Minor",0.0393,111.974,"4/4",0.221
"Soundtrack","Max Richter","Sunlight","5DXpeFcPHZY3RMChjnB2b5",30,0.945,0.0893,335400,0.194,0.54,"D#",0.108,-16.91,"Minor",0.0533,35.935,"4/4",0.0343
"Pop","Enrique Iglesias","Loco","6yjsa6c8nSGQqXF12vFSpp",60,0.404,0.756,213147,0.863,0,"G",0.112,-3.39,"Major",0.028,132.987,"4/4",0.915
"Electronic","El Mundo","Can You See What I See","1EbwNU8Iz75oAHWW6mtVDe",49,0.0307,0.802,4e+05,0.702,0.891,"A#",0.0936,-8.503,"Minor",0.0804,108.006,"4/4",0.186
"Anime","Dijon","Violence)","2tpggu2I0gzR4cHBQRuHj6",53,0.338,0.465,205500,0.595,0,"G",0.324,-3.644,"Major",0.0458,132.617,"4/4",0.199
"Folk","The Avett Brothers","At the Beach","03xNUQYx0Mb7Sdsq0YcZgY",49,0.37,0.563,249173,0.756,1.55e-05,"G",0.114,-7.916,"Major",0.0565,105.121,"4/4",0.624
"Reggae","Sublime","All You Need","2BRSnN49rGJ6YKnc8G3dA3",32,0.000935,0.454,165013,0.799,0.189,"C#",0.11,-4.913,"Major",0.0945,112.19,"4/4",0.7
"Reggaeton","Revol","Easy (feat. Zion, Tego Calderon, Eddie Dee, Voltio & Cosculluela)","2nM3FZ31eTLxjMqVVF2r2F",31,0.636,0.801,277413,0.714,0,"D",0.367,-8.704,"Major",0.221,94.985,"4/4",0.625
"R&B","Justine Skye","Collide (feat. Tyga)","0M8MPqaoGgkRjkG9kgZ3n4",58,0.0911,0.571,260170,0.309,0,"B",0.215,-9.864,"Minor",0.0565,139.881,"4/4",0.133
"Comedy","Big Jay Oakerson","I Met A Girl","47lcmxhFQ6Q4dMDUVwG2zU",20,0.837,0.439,63387,0.794,0,"G#",0.336,-11.235,"Major",0.896,81.732,"5/4",0.494
"Anime","MISSIO","Animal","4OBgiRQZyzztNzR8fpiRbF",49,0.0152,0.437,210187,0.708,0.000577,"B",0.13,-5.811,"Minor",0.0315,140.125,"4/4",0.198
"Soundtrack","Alan Menken","Fireworks - From ""The Little Mermaid""/Score","4dq30OfHh9LciFpDtOtAxW",43,0.588,0.315,38040,0.0611,0.519,"G",0.182,-23.029,"Major",0.0444,117.773,"4/4",0.118
"Country","Cassadee Pope","Summer","2Y82oHEm25MR5i1IyMqLSM",40,0.095,0.469,189480,0.844,0,"F",0.275,-4.155,"Major",0.0477,72.955,"4/4",0.692
"Soul","Paolo Nutini","Pencil Full of Lead","6ACPfkfDfJfGGE4oKfbiRY",52,0.324,0.735,146733,0.767,0,"G",0.146,-6.536,"Major",0.116,106.132,"4/4",0.833
"Alternative","LCD Soundsystem","I Can Change","2073QOEC8rBtSyTsRyaWiP",56,0.00215,0.644,352004,0.73,0.00178,"C#",0.233,-6.565,"Major",0.0287,116.981,"4/4",0.695
"Soundtrack","Thomas Bergersen","Sonera","2tPCX83MDjGMPAkH1SUd4z",33,0.188,0.376,336710,0.688,0.000416,"D",0.159,-6.723,"Minor",0.0418,119.961,"4/4",0.0635
"Reggae","Stick Figure","Shadow","4VHNyJN8nBV3l7EzuEnGOs",45,0.162,0.859,231120,0.531,0.00175,"F#",0.0921,-9.079,"Minor",0.178,70.493,"4/4",0.813
"Reggae","I Wayne","Stay Truthful (feat. Clymaxx)","4hTHh2P3TNS51IWmYXO38m",33,0.218,0.564,264814,0.604,0,"A",0.152,-6.579,"Minor",0.33,75.662,"4/4",0.488
"World","Matt Maher","You Were On The Cross","29eOjlzVVvxmpDD8VYeJpp",33,0.272,0.383,315095,0.362,0.00185,"F",0.101,-7.548,"Major",0.0265,74.128,"4/4",0.0674
"Rock","Say Anything","Do Better","2naCQzUdZSGcdVKwHOX7m2",47,0.0149,0.786,231133,0.684,1.52e-06,"G#",0.0822,-6.058,"Major",0.0481,111.665,"4/4",0.861
"Dance","Talking Heads","Psycho Killer - 2005 Remastered Version","1i6N76fftMZhijOzFQ5ZtL",72,0.0707,0.721,261413,0.521,0.00552,"D",0.127,-8.123,"Major",0.0612,123.118,"4/4",0.942
"Soul","Anita Baker","Lately","2931VBrdy0FnvNmjfyRPD9",47,0.412,0.495,242025,0.544,0,"F",0.0954,-9.532,"Minor",0.0273,88.036,"4/4",0.268
"Ska","Suburban Legends","Duck Tales","4BrdugjCUyv5SSph7m4zBs",41,0.0136,0.678,154924,0.741,2.32e-05,"A",0.0308,-4.322,"Major",0.0501,93.542,"4/4",0.818
"Comedy","Michael Ian Black","Viability","0BP1dBHGiWhKV0J21ZSBrG",22,0.835,0.624,267374,0.623,0,"C",0.731,-11.85,"Major",0.956,84.858,"3/4",0.548
"Soundtrack","James Horner","Titanic Suite","5jrOAHJzwoRmvXlYqSIwDX",28,0.857,0.0998,1144853,0.0521,0.765,"G",0.209,-23.038,"Major",0.0412,89.005,"3/4",0.0339
"Soul","Calvin Richardson","We Gon' Love Tonite","5qVwVp1uZGDdnlafHZyZ47",33,0.0981,0.603,276222,0.642,0,"B",0.291,-6.313,"Minor",0.147,89.025,"4/4",0.458
"Electronic","Portishead","Western Eyes","1gOACnpZKFC70kn0nsmqen",39,0.485,0.649,239333,0.295,0.00059,"E",0.338,-12.904,"Minor",0.0745,138.259,"4/4",0.281
"Alternative","Powerman 5000","When Worlds Collide","6aF5JtQSrh7wNrkDE9B0My",62,0.00133,0.574,177960,0.892,0,"B",0.29,-4.73,"Major",0.0967,143.884,"4/4",0.667
"Alternative","Tobi Lou","Knock Knock","0bZjzk8JuPyWVRCkkmow3Q",48,0.428,0.9,184320,0.572,4.44e-06,"B",0.223,-8.862,"Major",0.177,124.971,"4/4",0.477
"Movie","Chorus","Suno-Suno Maharaj Duare","0JIMT4dO3fnL2VZJzu63sL",0,0.474,0.539,302360,0.686,3.21e-06,"A#",0.368,-6.129,"Minor",0.0655,150.233,"3/4",0.927
"Soul","BANKS","Gemini Feed","5fdzPMOxUqVJYSzTP5cFP7",60,0.202,0.769,186333,0.654,0.000574,"B",0.148,-6.295,"Minor",0.08,102.009,"4/4",0.555
"Folk","Bob Seger","The Fire Down Below","7uQftgqxvkdl9GLE1Q3OOQ",50,0.391,0.715,267172,0.843,0,"C",0.103,-2.83,"Major",0.0278,111.848,"4/4",0.512
"World","Influence Music","Rejoice - Live","25nbSYevTMo17OxRyPfAEW",35,0.011,0.339,331308,0.805,0.00846,"C",0.101,-5.732,"Major",0.0458,175.956,"4/4",0.23
"Reggae","Popcaan","World Cup","5ha6GYXh9VvYDYtUybKf6F",38,0.326,0.623,206038,0.845,0,"B",0.209,-4.602,"Major",0.206,105.609,"4/4",0.75
"Soul","Four Tops","It's The Same Old Song","7d1ustAIlXG7ht5Q4IOv7s",58,0.133,0.71,166400,0.658,0,"D",0.111,-9.038,"Minor",0.0299,125.209,"4/4",0.977
"Country","Dwight Yoakam","Little Ways","4XARrCJBmIpZ1gQa5qKz81",43,0.127,0.727,201240,0.611,0.00256,"A",0.361,-11.007,"Major",0.0585,131.869,"4/4",0.829
"Pop","Gunna","Helluva Price","1GOdautWhJextNtKyy7MIK",66,0.573,0.865,145796,0.382,0,"C#",0.127,-10.158,"Major",0.252,135.045,"4/4",0.242
"Pop","Young Thug","Gang Up (with Young Thug, 2 Chainz & Wiz Khalifa feat. PnB Rock)","5PfTI3zrQbZEWcQdycMqJM",59,0.0304,0.631,231659,0.732,0,"C#",0.261,-4.706,"Major",0.203,151.779,"4/4",0.549
"Electronic","Jamiroquai","Talullah","0WQ3l6AqrCJLDpxjhDHbFh",49,0.378,0.714,362067,0.724,3.28e-05,"D",0.13,-8.106,"Minor",0.0521,154.425,"4/4",0.962
"Ska","Against Me!","Holy Shit","3fQKYVRSVHZwYCDJ6P664T",22,0.0375,0.64,131600,0.81,0,"F",0.265,-4.963,"Major",0.256,75.957,"4/4",0.651
"Comedy","Bill Hicks","Praying for Nuclear Holocaust","2gvR0QP2LtNZAUDLNwM94u",13,0.903,0.656,70373,0.665,0,"D",0.814,-11.454,"Major",0.934,76.069,"4/4",0.354
"Jazz","El Gran Combo De Puerto Rico","Vagabundo","3drdfMEzD3EoLCdvAB4bhr",41,0.654,0.581,290457,0.734,0.0113,"A",0.0564,-4.471,"Minor",0.0413,91.768,"4/4",0.927
"Alternative","Shinedown","Heroes","3mwLIWu6drN0n6t9e5bwjG",51,6.84e-05,0.379,204027,0.901,2.97e-05,"C",0.0933,-4.81,"Minor",0.0349,168.976,"4/4",0.691
"Ska","Descendents","Mass Nerder","7u972MeFIdqkmQodkqbBcx",30,0.00371,0.345,167560,0.99,3.14e-05,"A",0.289,-5.411,"Major",0.145,138.861,"4/4",0.332
"Reggaeton","Amenazzy","Llora","2ZkS1RIVCZ1MnZEcmvVoe0",40,0.737,0.641,143112,0.484,0.0314,"G#",0.109,-6.342,"Minor",0.0348,129.986,"4/4",0.741
"Classical","Edvard Grieg","Lyric Pieces, Book 1, Op. 12: Vals (Waltz)","5eywwB7m89Y8IIdTXYTzFT",24,0.996,0.504,111667,0.0782,0.961,"A",0.0669,-27.542,"Major",0.0418,83.99,"1/4",0.362
"Rock","Fall Out Boy","Twin Skeleton's (Hotel In NYC)","2WWP0IPX9xFjAMraNHX390",60,0.00193,0.399,220413,0.938,0.000859,"D",0.359,-2.543,"Minor",0.132,160.037,"4/4",0.185
"Reggae","Shaggy","Church Heathen","7LlcgYrED7HbAGeeA3DAno",23,0.0142,0.78,245933,0.614,5.46e-06,"D",0.149,-8.982,"Major",0.0719,100.018,"4/4",0.121
"Soundtrack","Junkie XL","Alive and Together","4lTVvMZtUDMDnxrqFtbNxM",26,0.938,0.0715,292993,0.0788,0.947,"C",0.154,-21.118,"Major",0.0442,70.11,"4/4",0.0354
"World","for KING & COUNTRY","Already Home","0xB6FulVeQ6UEyc8fe79hQ",42,0.302,0.536,258080,0.404,0.00088,"G#",0.117,-8.345,"Major",0.0294,109.928,"4/4",0.324
"Anime","Jars Of Clay","Flood","4wSqP7Vo7HcoakudSMzxAO",46,0.181,0.626,211667,0.632,0,"C",0.146,-8.692,"Minor",0.0287,114.593,"4/4",0.7
"Blues","Saba","BUSY / SIRENS","4YdRnTnXYwgI48kkzWy6uk",64,0.471,0.667,329542,0.465,0,"C#",0.101,-10.337,"Major",0.342,133.859,"4/4",0.474
"Jazz","Proleter","It Don't Mean a Thing","06SN95lC2QIwGchwTSQNY6",41,0.132,0.914,218294,0.711,0.0151,"E",0.129,-6.583,"Minor",0.146,102.954,"4/4",0.777
"Indie","NoMBe","Sex on Drugs 2.0","0JL7C8AUo5mhlLA5qWobl8",21,0.016,0.638,173913,0.764,0,"G",0.339,-6.897,"Major",0.0486,138.096,"4/4",0.443
"Reggaeton","Noriel","Sinfonico Presenta: Me Compre Un Full - Avengers Remix","6YxBBTa08yMW9VdGiV8ETS",49,0.134,0.698,280107,0.709,0,"G#",0.181,-4.803,"Major",0.307,169.941,"4/4",0.625
"Alternative","Ezra Furman","My Zero","3uDSPcjiNzcYaBhES4xrZS",44,0.0112,0.546,235000,0.798,0.00181,"C#",0.54,-5.877,"Major",0.0405,135.986,"4/4",0.902
"Children’s Music","Trivium","The Wretchedness Inside","6eT0nmfsRo1WzAq333RFJ1",51,0.000117,0.558,331933,0.976,0.00694,"G#",0.351,-4.055,"Minor",0.0582,129.971,"4/4",0.62
"Soundtrack","Harry Gregson-Williams","Fireworks and Lanterns","5Z1NUGGt1DbrsARjcwha3A",29,0.923,0.276,176356,0.128,0.922,"A",0.0809,-20.817,"Minor",0.0393,126.001,"3/4",0.0384
"Folk","Of Monsters and Men","Dirty Paws","1hxq7kWQnwdhxgpEugBMGk",61,0.128,0.367,278373,0.663,0.0269,"D#",0.0552,-6.969,"Major",0.0349,111.63,"4/4",0.177
"R&B","Kirk Franklin","Before I Die","7m2iK1UP3anMfXwP3Oc5gF",42,0.0821,0.582,263973,0.874,1.25e-06,"C#",0.276,-3.749,"Major",0.305,180.013,"4/4",0.689
"Folk","Robert Palmer","Every Kinda People","38E7U60ipLSTVDcPIuVzZw",57,0.252,0.63,199200,0.546,0.000156,"F#",0.0431,-12.594,"Major",0.0416,94.631,"4/4",0.946
"Alternative","Caifanes","La Negra Tomasa - Bilongo - Versión Tropical","6cVHu0HmKo4oEOSOqooTa3",62,0.234,0.53,472400,0.683,0.311,"D",0.274,-7.13,"Major",0.0313,174.441,"4/4",0.694
"Pop","SZA","Quicksand","0UQSyryW2vxE88AVFSZs3T",59,0.0781,0.803,242200,0.69,0,"D#",0.117,-5.89,"Major",0.269,103.985,"4/4",0.444
"Comedy","Sam Morril","Sam tackles homophobia","13IxbbIR56MJHiiSDREZgh",20,0.873,0.423,171526,0.833,0,"G",0.603,-13.09,"Minor",0.923,79.205,"4/4",0.409
"Anime","Coast Modern","Dive","3ezHsjftL6BdBL0uHOMOrd",56,0.0188,0.682,210427,0.948,0,"G",0.1,-4.476,"Minor",0.0438,106.976,"4/4",0.779
"Indie","Benjamin Francis Leftwich","Shine (Kygo Remix)","5FyxzFb5qOTtl9fCMFT20D",50,0.413,0.703,281133,0.603,0.00125,"E",0.141,-8.687,"Major",0.161,112.015,"4/4",0.309
"Reggaeton","Justin Quiles","No Es De Hombre","36tYfNoOyLJTU8gaa5pzCQ",46,0.0455,0.65,252458,0.79,0,"D",0.0699,-7.103,"Minor",0.0607,171.878,"4/4",0.489
"Hip-Hop","2 Chainz","El Chapo Jr","2wY8ZIMBATERhRezsdfqDl",56,0.059,0.939,188067,0.689,0,"C",0.0895,-5.121,"Major",0.0877,137.05,"4/4",0.502
"Rock","Matt Maher","Because He Lives (Amen)","4vhKRjmiboAhfunCabpXap",59,0.269,0.426,199867,0.767,0,"C#",0.0996,-4.521,"Major",0.0316,83.97,"4/4",0.153
"Soul","Tommy Flanagan","Angel Eyes - Studio","4d3XHYFFuYYzxWr2cJ6yQl",59,0.876,0.487,349600,0.145,0.822,"F",0.149,-18.67,"Major",0.0522,110.134,"4/4",0.142
"Opera","Philharmonia Orchestra","Ich Hab' Ihn Nicht Einmal Geküsst 1. Akt","2uDWqqBgHqOZO0zanR4MhN",7,0.933,0.167,228747,0.0626,0.122,"G",0.288,-18.798,"Minor",0.0399,91.014,"4/4",0.0366
"Soundtrack","Hans Zimmer","All the Best Memories Are Hers","74bjEbwwtdxUHbdMlSvf3a",43,0.97,0.0978,202215,0.0122,0.967,"C",0.0856,-31.02,"Major",0.0415,67.991,"5/4",0.0311
"Hip-Hop","Faith Evans","You Used To Love Me","0KhXVmAN4sqeEgsqRd39f2",58,0.247,0.702,269173,0.458,1.64e-06,"C",0.126,-8.195,"Major",0.035,89.271,"4/4",0.678
"Opera","Giacomo Puccini","Edgar / Act 4: Prelude","0BTGgHcpupBdFDhvR7BKWs",22,0.946,0.097,382000,0.0854,0.879,"E",0.151,-21.08,"Major",0.038,80.359,"4/4",0.0685
"Reggaeton","Don Chezina","Brugal","4MI0Ei9IteFdofZycxNX0K",32,0.00124,0.873,198547,0.907,0.00149,"A#",0.319,-5.511,"Minor",0.0959,94.998,"4/4",0.751
"Indie","Jaira Burns","Sugarcoat","1QEi9M0fBXIQ810EjLVnAb",50,0.0178,0.718,204489,0.677,0,"C#",0.0774,-4.001,"Major",0.0766,121.938,"4/4",0.225
"Reggae","Don Carlos","Aqua, Pt. 2","0Xi3cqRU0kU7ERvN4dlmXN",0,0.0703,0.773,293973,0.486,0.924,"D",0.0626,-14.766,"Major",0.21,186.008,"4/4",0.783
"R&B","Takuya Kuroda","Rising Son","3qGcqL1TIpj6QujrDRWx2F",50,0.203,0.824,283675,0.388,0.895,"C#",0.0852,-9.773,"Major",0.0863,86.041,"4/4",0.925
"Comedy","Lewis Black","Nipple Clamps","7AqbcU8rve7nn8eWDiRUos",19,0.844,0.521,166187,0.964,0,"F",0.961,-7.297,"Major",0.896,125.797,"5/4",0.126
"Indie","APRE","All Yours","3wlXKzqwFb6wD6aieqEjQv",51,0.172,0.734,173587,0.783,0.0147,"F",0.106,-6.482,"Minor",0.0283,107.016,"4/4",0.595
"Alternative","Avenged Sevenfold","Betrayed","5fArVBrjtT7UPIQ8j2yQnJ",49,0.00133,0.468,406427,0.929,1.54e-06,"F",0.296,-3.787,"Major",0.0556,130.009,"4/4",0.515
"Blues","Godsmack","1000hp","2DpLoT8qfJdZhsLGFg413r",57,3.94e-05,0.515,226467,0.95,3.75e-06,"D",0.0366,-3.918,"Major",0.0526,92.132,"4/4",0.464
"Hip-Hop","Lil Wayne","Hustler Musik","2334WaCjswLcRIRgTTPWaZ",57,0.36,0.661,303667,0.746,0,"G#",0.454,-2.223,"Minor",0.25,83.939,"4/4",0.678
"Dance","T.I.","Laugh At Em","5P1I3x1fbXcYdlm7NVu2Jx",50,0.127,0.458,202307,0.805,0,"C#",0.664,-5.465,"Major",0.16,143.755,"4/4",0.282
"Folk","Yusuf / Cat Stevens","How Can I Tell You","0tTEewiwJ8WpQrFE7MWHBj",50,0.821,0.531,267667,0.184,0.117,"D",0.115,-17.947,"Major",0.0424,125.708,"4/4",0.178
"Movie","Jim Cummings","The Tummy Song","4nk0bMWjzMU0ds2VWxlmnK",35,0.886,0.57,67453,0.389,4.09e-06,"C",0.147,-11.142,"Major",0.346,146.52,"4/4",0.951
"Soundtrack","Barnaby Taylor","Dawa's Treasure","52dVt4ujULLV7gQZ6uYzJV",21,0.886,0.172,88413,0.16,0.756,"E",0.119,-18.158,"Major",0.0451,120.056,"1/4",0.0376
"Classical","Johann Sebastian Bach","Suite No. 4 in E-Flat Major, BWV 1010: II. Allemande","6X8qL7p4xzuQomIpEEWgt1",0,0.955,0.289,293733,0.0706,0.741,"D",0.132,-22.796,"Major",0.0441,78.251,"4/4",0.416
"Dance","Passion Pit","Little Secrets","3kb38wezoUA8ki5jPYy3t5",61,0.00345,0.597,238973,0.786,0,"F",0.0909,-4.248,"Major",0.0419,99.888,"4/4",0.666
"Alternative","Rage Against The Machine","Mic Check","2lbASgTSoDO7MTuLAXlTW0",52,0.163,0.44,213640,0.967,3.64e-06,"B",0.121,-5.83,"Minor",0.237,96.752,"4/4",0.574
"Pop","Fall Out Boy","Immortals","3Te8uLyit6X3ncNW8Fp3K2",74,0.00139,0.613,189387,0.874,1.82e-06,"D",0.656,-3.594,"Major",0.0697,108.038,"4/4",0.543
"Jazz","Vic Damone","After the Lights Go Down Low","1KnrrTK9UY22Bwv3p5DZxR",43,0.549,0.365,144200,0.37,0,"G#",0.396,-10.784,"Major",0.0332,70.696,"4/4",0.571
"R&B","Sy Ari Da Kid","TLC","0h207hqB9AalOPcXrHH1bd",51,0.255,0.709,188186,0.246,5.76e-06,"G#",0.124,-12.51,"Minor",0.268,126.893,"4/4",0.292
"Classical","Hector Berlioz","Roméo et Juliette, Op. 17, H 79, Pt. 2: No. 3a, Ohé, Capulets!","3lLqVvvjh3A4yMEEsVhVyP",0,0.858,0.0842,179907,0.0204,9.89e-05,"A",0.287,-39.009,"Major",0.0483,83.203,"4/4",0.0852
"Rock","Sam Cooke","Chain Gang - Remastered","7v1858htfU0srTDwhxeka8",59,0.73,0.703,155173,0.724,0,"G",0.518,-10.818,"Major",0.0467,131.821,"4/4",0.963
"Country","Jameson Rodgers","Ain't Really Over","1WHFdGQKLUUZvSudO0aTqU",37,0.0522,0.51,204813,0.7,1.5e-06,"C#",0.0785,-5.489,"Major",0.0271,83.057,"4/4",0.426
"Children’s Music","MGMT","James","54hdBH6z6hMBUpC9fAMs3s",51,0.123,0.515,232173,0.898,0.38,"G#",0.199,-6.682,"Major",0.0291,113.983,"4/4",0.778
"Movie","Alan Menken","Opening","3zQk15tUZyS4ynfr7EyKTe",19,0.733,0.169,222693,0.329,0.94,"G",0.0984,-13.572,"Major",0.0324,130.251,"4/4",0.0952
"World","Brian Eno","Zawinul/Lava - 2004 Digital Remaster","1Q3ku4n6R1Ax3IYTEevKIH",35,0.921,0.196,180293,0.0106,0.828,"G",0.115,-24.383,"Major",0.0431,90.796,"4/4",0.0934
"Rap","Sean Paul","We Be Burnin' (Recognize It)","4kOTDj4SiZPkW1p96WMDNv",56,0.145,0.95,213066,0.803,0,"C#",0.0748,-4.195,"Major",0.151,117,"4/4",0.86
"Anime","Rainbow Kitten Surprise","Wasted","5C90m8eM6GJR2SACiLAWHo",57,0.114,0.786,197773,0.607,0.372,"D",0.104,-7.992,"Minor",0.0517,125.811,"4/4",0.56
"Reggae","Beenie Man","Silent Violence","54CKOkvipLjkP2PJxe3ghI",26,0.0155,0.722,210187,0.51,0,"C",0.124,-7.404,"Major",0.0531,86.903,"4/4",0.396
"Blues","Bloc Party","This Modern Love","2PAhcPwab2sJz340QHtunD",50,0.00306,0.453,265707,0.938,0.00318,"C",0.132,-5.344,"Major",0.0386,160.005,"4/4",0.261
"Dance","Melanie Martinez","Sippy Cup","2e4jB31WcGsxKL1ByqdZCq",62,0.486,0.715,195067,0.651,0,"F",0.228,-9.241,"Major",0.12,134.914,"4/4",0.733
"Classical","Dave Brubeck","Pennies From Heaven - previously unreleased","7xSFtAbOn6bRhlHYQgF5se",31,0.746,0.625,289853,0.483,0.000441,"C",0.795,-16.063,"Major",0.037,128.06,"4/4",0.779
"Jazz","Dean Martin","Baby, It's Cold Outside - Remastered","4uQqahi1iUP35xE2qGdKdo",54,0.81,0.499,143027,0.304,0,"C",0.0546,-11.541,"Major",0.0633,129.301,"4/4",0.521
"Soundtrack","Randy Newman","Sail Away - Remastered","79zQv3SsEOmyPAgUP4YDjz",34,0.936,0.341,173267,0.161,0.000488,"F",0.12,-12.324,"Major",0.0326,134.75,"4/4",0.0961
"Alternative","Nothing More","Fade In / Fade Out","2FlbiceZnWgzPoUGCviLHT",58,0.00879,0.411,364907,0.805,2.58e-05,"E",0.0819,-5.246,"Minor",0.0418,83.479,"4/4",0.238
"Hip-Hop","Future","Walk On Minks (Future)","5r0J5io1my6Am0jmFV94OV",50,0.0213,0.75,218141,0.794,0,"B",0.359,-6.539,"Minor",0.168,129.993,"4/4",0.645
"Dance","Felix Jaehn","Ain't Nobody (Loves Me Better)","66F1oPi4qV7lQbVoJpRlp5",52,0.665,0.773,186147,0.566,0.00032,"D",0.07,-7.022,"Minor",0.0325,117.963,"4/4",0.464
"Classical","Claude Debussy","Préludes - Book 1, L.117: 8. La fille aux cheveux de lin","61MLjKkQRmm30HUHoxvenL",23,0.995,0.391,173028,0.00584,0.905,"F#",0.072,-31.873,"Major",0.0573,127.143,"3/4",0.154
"Electronic","Junkie XL","Blood Bag","06QEMEPJmt7BxqazUlssNR",40,0.24,0.274,150356,0.892,0.837,"C#",0.103,-10.687,"Major",0.171,124.702,"4/4",0.0389
"Indie","Sleigh Bells","Rill Rill","3GbjOImkNo5nFT2GQxVr11",52,0.0372,0.468,229893,0.812,1.46e-06,"C#",0.0688,-3.44,"Minor",0.0491,72.987,"4/4",0.789
