"genre","artist_name","track_name","track_id","popularity","acousticness","danceability","duration_ms","energy","instrumentalness","key","liveness","loudness","mode","speechiness","tempo","time_signature","valence"
"Indie","City and Colour","As Much as I Ever Could","2FKbisOVZcinq7VtYUFD4H",44,0.906,0.56,324787,0.241,0.000329,"A",0.257,-12.621,"Minor",0.0341,118.462,"3/4",0.148
"Soul","GASHI","Rose Gold","1r46IUYeeoUNfVEHiX3xqv",45,0.25,0.625,288705,0.635,0,"A",0.107,-5.292,"Minor",0.0318,120.018,"4/4",0.261
"Folk","The Head and the Heart","Springtime","2HByTBrd5X2HDCHg84bCCv",39,0.926,0.21,53987,0.174,0.648,"F#",0.18,-15.787,"Minor",0.0365,94.977,"4/4",0.127
"Blues","Chris Tomlin","Amazing Grace (My Chains Are Gone)","5W9Al2ewPfzbWHOV2BAtBR",59,0.833,0.471,267067,0.164,0,"G",0.101,-10.879,"Major",0.0324,125.242,"4/4",0.17
"R&B","Rihanna","Rude Boy","60jzFy6Nn4M0iD1d94oteF",74,0.113,0.563,222920,0.75,0,"B",0.0788,-4.496,"Major",0.127,173.906,"4/4",0.812
"R&B","Brandy","I Wanna Be Down (feat. Queen Latifah, Yoyo & McLyte) - Remix","3OZs6tgXsBmb3TWPn07YCF",58,0.33,0.893,256667,0.433,0,"B",0.395,-5.88,"Minor",0.396,86.01,"4/4",0.675
"Alternative","Pink Sweat$","Would You","57tJJtDzZ8jt5AZDwQFhaZ",60,0.697,0.71,153125,0.19,0,"E",0.0788,-11.137,"Major",0.0401,105.14,"4/4",0.495
"Jazz","DJ Jazzy Jeff","Come On feat. Dave Ghetto - Instrumental","2uSwMfdqT9k79j5Q7wAbgF",37,0.00443,0.813,313773,0.439,0.685,"A",0.0903,-7.368,"Major",0.0509,93.009,"4/4",0.323
"Rap","Mac Miller","Of The Soul","4Y6jRurnbV4h8nv0W2zGCa",57,0.643,0.621,213303,0.699,0,"A",0.0593,-7.614,"Minor",0.298,89.776,"4/4",0.404
"Hip-Hop","Musiq Soulchild","Love","6uSa5iCMwPr10Ftpz8w09b",54,0.369,0.463,304667,0.395,0,"F#",0.107,-9.944,"Minor",0.055,98.656,"4/4",0.351
"Reggaeton","Diveana","Me Falta Todo","1B9JxVaLQ0dkzwDXOQcxKX",27,0.252,0.661,273373,0.69,9.82e-05,"E",0.267,-7.368,"Major",0.039,134.979,"4/4",0.471
"Opera","Pietro Mascagni","Cavalleria rusticana: ""Oh! Il Signore vi manda"" (Duetto)","0kjZdgmScx9Q4ifxhwatN6",20,0.97,0.38,290173,0.26,2.58e-05,"F",0.326,-15.754,"Minor",0.0623,129.617,"1/4",0.128
"Reggaeton","Noriel","Me Usaste","3F4uOZlN4kzMmG88TT2HjD",67,0.393,0.808,364733,0.536,0,"F#",0.0975,-5.855,"Minor",0.228,131.963,"4/4",0.599
"Dance","Lady Gaga","Diggin' My Grave","3iYYUkgkIgZy20xUVaOyLU",74,0.171,0.684,237307,0.612,1.53e-05,"A",0.103,-4.653,"Minor",0.0287,93.964,"4/4",0.561
"Rap","Kodak Black","Skrt","5v7kaZNsnyByrSJOfO8gKq",66,0.585,0.901,224865,0.352,0,"D",0.122,-10.038,"Major",0.0916,111.065,"4/4",0.199
"Movie","Henri Salvador","Je Ne Suis Pas","2h51acvdvnPj13IZfHArGU",0,0.926,0.66,153855,0.197,0,"D#",0.293,-13.488,"Major",0.0913,140.015,"4/4",0.638
"Rap","Justin Timberlake","LoveStoned / I Think She Knows Interlude","62cYasTwBy6Y7pstdSTmHu",56,0.335,0.862,444373,0.707,0.000116,"A#",0.283,-6.243,"Minor",0.0585,121.259,"4/4",0.849
"R&B","Little Mix","Grown","5ESfsDYalNA5kIaY1Ou7Cy",58,0.115,0.604,156613,0.767,2.85e-05,"G",0.314,-4.035,"Minor",0.0543,173.922,"4/4",0.491
"Movie","Chorus","Ya Devi Sarv Bhuteshu","3ULkw3TpyjEOU4P7U4JZNH",0,0.327,0.619,688147,0.546,0,"D",0.169,-5.461,"Major",0.0273,139.979,"4/4",0.398
"Pop","Lindsey Stirling","Shatter Me Featuring Lzzy Hale","2K7j4xrQENCi5r3Hii4cVe",58,0.000742,0.483,280800,0.947,0,"A",0.14,-3.018,"Minor",0.0594,144.948,"4/4",0.347
"Dance","Halsey","100 Letters","5EBvHC0SGFJDenBJafqOX4",61,0.155,0.745,209980,0.713,0,"B",0.0653,-5.129,"Minor",0.0896,110.052,"4/4",0.376
"Rap","Josh A","Better off Dead","1WUIKSXyhYki5sgVi1N8TV",53,0.593,0.703,143492,0.725,1.21e-06,"D",0.327,-5.704,"Major",0.105,109.079,"4/4",0.108
"Classical","Dmitri Shostakovich","Waltz No.2","3zO9BNjgrAOzoQM6wKNcIm",45,0.919,0.242,221707,0.295,0.899,"C",0.107,-10.751,"Minor",0.0319,186.669,"3/4",0.467
"Jazz","Turtle Island String Quartet","Crossroads","4YcIbf4P7J1dv5rG9QDguN",34,0.917,0.528,200760,0.304,0.445,"D",0.285,-14.862,"Major",0.0388,136.134,"4/4",0.66
"World","United Pursuit","Your Mercy Reigns (Live)","2sa4qUWH5yregl20ZjHaSv",35,0.0664,0.263,606057,0.459,0.0136,"A#",0.0669,-9.581,"Major",0.0331,131.308,"4/4",0.173
"Anime","Shinedown","Oblivion","1EfjY8x3K9JbMwm8EhicpI",48,0.0397,0.569,237653,0.943,9.17e-06,"C",0.0985,-4.366,"Major",0.0645,108.099,"4/4",0.238
"Country","T.G. Sheppard","Do You Wanna Go To Heaven","27QrAETf4eB2J533ktttTw",42,0.559,0.651,190733,0.527,0.00104,"C#",0.107,-12.564,"Major",0.0283,90.619,"4/4",0.698
"Country","Josh Thompson","Way Out Here","3E9kjnz0hjlCAaNkpDAJLG",53,0.057,0.389,245899,0.72,0,"D",0.183,-5.465,"Major",0.0308,147.94,"4/4",0.51
"Children’s Music","We Are Messengers","Point To You","4LL2V5dDbSfgwCSMlkW13e",51,0.401,0.396,241747,0.704,0,"A#",0.599,-6.904,"Major",0.0717,89.371,"4/4",0.333
"Rap","Witt Lowry","Let Me Know (feat. Tori Solkowski)","5aPBjXn28piLM1jCFeg45B",57,0.651,0.548,256237,0.791,0,"G",0.365,-5.904,"Major",0.382,104.523,"5/4",0.278
"Blues","Warpaint","Billie Holiday","6jOpA0UG23yw4MyXQKa6iz",59,0.64,0.518,405027,0.385,0.000536,"A",0.0931,-11.125,"Minor",0.0286,100.878,"4/4",0.262
"Dance","Lauv","Reforget","7FLQuyyCaIrBRqNt5l83U4",65,0.449,0.44,231676,0.469,0,"F",0.169,-8.338,"Minor",0.112,169.755,"4/4",0.225
"Opera","Giuseppe Verdi","Falstaff, Act I Pt. 2: Psst, psst, Nannetta. Vien qua (Live)","7MglVvsLXAArJHFCFMW0lZ",4,0.972,0.192,101560,0.117,6.58e-05,"C#",0.146,-26.082,"Major",0.0584,87.611,"3/4",0.178
"Soundtrack","Clinton Shorter","Tachi Station","3fmCipFBwJRW2b3uRmnmA8",28,0.795,0.184,131067,0.244,0.914,"A",0.0871,-18.45,"Minor",0.0385,114.451,"4/4",0.0394
"Comedy","Andrew Dice Clay","What Did She Say? - Live At Dangerfield's/1989","3Pr8LbI3p9WSTAuPkFWWSd",12,0.784,0.662,75040,0.43,0,"B",0.918,-17.039,"Minor",0.901,80.766,"3/4",0.578
"Soul","Leon Bridges","Flowers","1s0uk3LmYulYhdiLlpxqzF",48,0.641,0.56,176880,0.688,0,"A",0.2,-5.625,"Major",0.102,75.307,"4/4",0.747
"Blues","Car Seat Headrest","(Joe Gets Kicked Out of School for Using) Drugs With Friends (But Says This Isn't a Problem)","1YDusPefmnJBkm9Kjn7dqY",53,0.334,0.436,337107,0.452,0.000843,"D",0.0867,-7.702,"Major",0.0257,106.07,"4/4",0.401
"Reggaeton","Gente De Zona","Que Tú Quieres","4iuZQ69ysBBxsmjNDj7P40",44,0.00178,0.685,220013,0.895,0.000333,"A#",0.048,-4.092,"Minor",0.0636,125.022,"4/4",0.79
"Anime","Violent Femmes","Kiss Off - 2002 Remastered Version","2KCzAlkQRc4ZzexoSkQALv",54,0.159,0.648,176733,0.305,0,"E",0.133,-20.741,"Minor",0.065,87.22,"4/4",0.823
"Classical","Frédéric Chopin","Mazurka in A Minor, Op. 17 No. 4","6xpxh32vZI09GIVUc9j801",37,0.991,0.157,294373,0.00296,0.852,"A",0.0866,-42.117,"Minor",0.0405,172.639,"4/4",0.0393
"Opera","Léo Delibes","Lakmé / Act 1: ""Sous le dôme épais"" (Flower Duet)","2YWM7FYspCbkM6xfo1v6gO",12,0.974,0.199,3e+05,0.199,0.89,"B",0.162,-16.888,"Major",0.0389,131.787,"5/4",0.0391
"Dance","Liam Payne","Strip That Down","4Ro98RCK90oHqqSZUnTFq5",81,0.22,0.874,204502,0.497,0,"F#",0.0761,-5.484,"Major",0.0562,106.023,"4/4",0.542
"Folk","Joni Mitchell","Little Green","11ZNWD9Xzq9p3n07NbWSZw",54,0.975,0.636,207507,0.121,4.29e-05,"B",0.14,-14.187,"Major",0.0336,111.469,"4/4",0.304
"Dance","James TW","Ex","5Y0VZ9KaZMRgQ8uLCtCmbm",66,0.103,0.638,214560,0.7,0,"A#",0.139,-5.184,"Major",0.034,134.064,"4/4",0.726
"Reggae","Peter Tosh","400 Years - Live","4XQyytIzGrvYe9rx6n2VFS",19,0.00241,0.504,426440,0.618,0.000636,"D",0.23,-11.817,"Minor",0.0534,135.014,"4/4",0.663
"World","Jon Hopkins","We Disappear","3BiIPNWmMeJAK9iwEFTeDX",42,0.463,0.697,290120,0.57,0.679,"C#",0.0925,-9.404,"Major",0.442,129.995,"4/4",0.101
"Ska","The Specials","Man at C&A - 2015 Remaster","24QGRZcMzSXZJ3XehSPuLe",34,0.000912,0.507,218013,0.805,0.185,"A#",0.793,-7.241,"Major",0.0419,137.006,"4/4",0.496
"Reggae","E.N Young","Call on Me","4HO9Kqwoj3yz6IaQVL64w1",21,0.63,0.728,251651,0.589,0,"A",0.159,-7.806,"Minor",0.132,82.485,"4/4",0.763
"World","Housefires","We Say Yes","1YkaAHhl3e0rCVuMbDKUxo",41,0.349,0.411,442178,0.421,0,"A",0.166,-5.771,"Major",0.0316,138.954,"4/4",0.221
"Children’s Music","Saba","HEAVEN ALL AROUND ME","7o2IbwyONZhbwYmjYXtTF4",56,0.346,0.678,212840,0.393,0,"G",0.0897,-11.062,"Major",0.0738,119.997,"4/4",0.0975
"Rap","Deftones","Back To School - Mini Maggit","0Qrb3L8JgreLBW8g4qyan9",58,0.000386,0.3,237360,0.986,0.000136,"G#",0.0924,-3.022,"Major",0.107,85.117,"4/4",0.256
"Jazz","Duncan Millar","Dream Your Dream","28CnpuZe1ePdCgTm2MYuVH",37,0.448,0.664,258933,0.675,0.817,"G",0.0947,-9.821,"Minor",0.0287,99.775,"4/4",0.817
"Reggae","Los Cafres","La Vela - Versión 25 Años","1RUxqobMDkexH6e7mliVtV",46,0.0539,0.816,357413,0.557,1.37e-05,"B",0.0672,-6.417,"Minor",0.122,139.922,"4/4",0.738
"Soul","Emeli Sandé","Suitcase","4dX0UNSLOCzQ4iAG5CgzK1",37,0.523,0.375,186735,0.358,0,"A",0.108,-7.652,"Major",0.038,161.007,"4/4",0.191
"Electronic","Yellow Claw","Can't Help Myself","3AgExuOkyLMtT1SH3WLe5j",0,0.00123,0.511,175651,0.939,0.359,"C",0.253,-3.161,"Minor",0.0401,159.985,"4/4",0.405
"Ska","Pepper","Wanted (Live)","0ijRo7gyebEEEHqHJEgQqJ",17,0.343,0.492,169800,0.628,5.3e-06,"C",0.865,-9.223,"Major",0.136,86.075,"4/4",0.554
"Rock","Cosmo Pyke","Great Dane","6OCFXXVmoPFtidXA7ey1SI",55,0.104,0.498,478037,0.692,0,"F",0.0688,-6.05,"Major",0.176,136.662,"4/4",0.577
"Comedy","Steve Harvey","Don't Let Steve Cuss","6ceaxdMW4Wn5lFTHPD7fa8",25,0.726,0.544,392293,0.835,0,"C#",0.72,-10.001,"Major",0.86,112.616,"4/4",0.164
"Electronic","Ray Volpe","Walk Away","0ri4ig97AC5LKMrQrvPrR2",30,0.00107,0.572,195200,0.993,0.11,"C#",0.419,-1.232,"Major",0.0778,149.957,"4/4",0.466
"Electronic","Wax Tailor","This Train","4Yoqbdj1zBACDw3BCtSW18",37,0.435,0.664,236520,0.691,0.00809,"B",0.137,-8.358,"Minor",0.0873,83.047,"4/4",0.756
"Opera","Vincenzo Bellini","I Capuleti e i Montecchi: Act I: Preludio","3IIBstjf2NWUpAhKHtxMXi",12,0.936,0.356,266227,0.526,0.878,"D",0.683,-14.002,"Major",0.118,136.863,"4/4",0.299
"Movie","Henri Salvador","Coeur Brisé à Prendre - Remastered","000CzNKC8PEt1yC3L8dqwV",5,0.249,0.518,130653,0.805,0,"F",0.333,-6.248,"Major",0.0407,79.124,"4/4",0.841
"Movie","Pearl Bailey","Hello, Dolly! (Bonus Track)","2v4XkjeSGHED8jZT3dN8xY",3,0.855,0.348,348267,0.251,0,"A#",0.514,-16.893,"Major",0.037,130.806,"4/4",0.516
"Classical","Edguy","Superheroes","73XF2iZwVg96NQlTazPy1E",44,0.00408,0.593,199533,0.911,0,"F",0.158,-3.922,"Major",0.0791,133.043,"4/4",0.512
"Pop","BTS","Anpanman","4lRwa7PKcGIuJMwtPIYKdy",71,0.0237,0.813,232966,0.875,0,"C#",0.288,-2.92,"Minor",0.0918,99.004,"4/4",0.756
"Soul","Erma Franklin","Piece of My Heart","2GbePPrWWSRxcmW6QRSPae",52,0.139,0.467,157267,0.783,0.0214,"G#",0.08,-5.207,"Major",0.0528,160.841,"4/4",0.591
"Reggae","Easy Star All-Stars","Money (feat. Gary ""Nesta"" Pine & Dollarman)","2nZM7MODnpdXS6QRSMJOnC",28,0.259,0.777,386213,0.756,0.00513,"B",0.108,-7.284,"Minor",0.117,133.096,"4/4",0.904
"Comedy","Sarah Silverman","A Place Called Slaughter Race","30UNAz40wbR8CnLMZkCLe7",56,0.597,0.432,208376,0.392,0,"G#",0.0937,-9.519,"Major",0.0462,129.12,"4/4",0.328
"Country","Carrie Underwood","That Song That We Used To Make Love To","3vkyyOw92iKKIV5Io2fBdk",58,0.088,0.594,215653,0.768,0,"D#",0.0997,-4.817,"Minor",0.06,127.888,"4/4",0.357
"Soul","Corinne Bailey Rae","Call Me When You Get This","3VstOGY6TfRl2iMp2NSYKS",33,0.0364,0.584,301839,0.668,0.00837,"F#",0.334,-9.085,"Minor",0.0471,102.902,"4/4",0.293
"Reggaeton","Daddy Yankee","Mix Rap 1: 30-30 / Mi Fanatico / Se Acelera el Flow","3Q1crohicdIO9TklACLjO7",25,0.305,0.557,292587,0.87,0,"B",0.362,-5.368,"Major",0.409,93.891,"4/4",0.758
"Anime","Smino","Amphetamine","3Zau3JcrZcBfw8aVjKGkSX",63,0.704,0.523,469831,0.539,1.19e-05,"F",0.0952,-9.642,"Major",0.564,84.266,"4/4",0.415
"Soundtrack","Thomas Bergersen","Promise","6oA5WKIqhgl3b96tE9OJP9",35,0.593,0.196,298661,0.371,0.861,"C",0.0523,-11.368,"Major",0.0341,139.965,"4/4",0.066
"Folk","Grateful Dead","He's Gone - Live in Veneta, OR, 8/27/72; 2017 Remaster","5wpMrurSuNas33u2a5wz9Z",45,0.808,0.765,532600,0.405,0.0983,"E",0.433,-10.688,"Major",0.0311,119.984,"4/4",0.539
"Country","Eric Church","Livin' Part Of Life","0X6LpTaCRqlMUmjCynuo5a",51,0.494,0.454,269173,0.642,0,"C#",0.192,-8.647,"Major",0.035,146.79,"4/4",0.86
"Comedy","Alan Saldaña","Por Eso No Me Gusta la Musica Banda","507kuDCplsHHrMEAYg3iwI",18,0.915,0.502,198216,0.825,0,"A#",0.671,-7.681,"Minor",0.89,80.175,"4/4",0.4
"Soul","Alicia Keys","Brand New Me","0827eActpDYORuhgvWB0oY",55,0.737,0.366,233560,0.328,0.000104,"C",0.152,-12.605,"Major",0.061,145.205,"4/4",0.158
"Opera","Franz Lehár","Merry Widow Waltz","1Xk9cS9PjCTY7AMU5g9B2i",13,0.796,0.164,175040,0.382,0.859,"F",0.19,-10.602,"Major",0.0326,78.852,"5/4",0.163
"Reggaeton","Jadiel el Incomparable","Se Desvive Por Ella","6iWFuu5f0zkjQaEMSnIcfb",36,0.566,0.674,220369,0.342,0,"A#",0.113,-14.288,"Major",0.0878,150.07,"4/4",0.44
"Jazz","The Cat Empire","Oscar Wilde","17JmCoTiI5p9XLLMpyCQha",57,0.189,0.524,225467,0.765,0,"F",0.153,-5.054,"Major",0.0422,218.184,"4/4",0.869
"Soundtrack","Dario Marianelli","A Thorough Education","6tpovEtTYnaD1V5BBk5uOt",39,0.988,0.139,144547,0.0547,0.974,"G#",0.0607,-23.836,"Minor",0.0396,77.813,"3/4",0.0362
"Blues","The 1975","Sincerity Is Scary","6HguG9HRb1Ke1bhihfE4m8",75,0.0509,0.656,225956,0.521,4.85e-06,"D",0.0791,-5.274,"Major",0.0302,91.031,"4/4",0.476
"Rock","Gorillaz","El Manana","0dcMqjeDpwqB2xhzMsld0p",62,0.000988,0.644,235360,0.728,0.0279,"A",0.473,-8.396,"Minor",0.029,132.488,"4/4",0.607
"Soul","Ben L'Oncle Soul","All The Way","2Kh9U6a3tHwwa9eGcp0oqv",32,0.0727,0.694,220267,0.747,0.0409,"G",0.0746,-5.223,"Major",0.0771,177.981,"4/4",0.782
"World","Hillsong UNITED","Consuming Fire - Live","0S4tEkNiFUlDoBigjTNmJe",30,0.357,0.357,477120,0.38,0,"E",0.5,-9.725,"Minor",0.0276,73.947,"4/4",0.176
"Electronic","Nicola Cruz","El Diablo Me Va a Llevar","586zrUiIfTSleiJFOmcpnl",42,0.0659,0.776,223059,0.652,0.953,"F",0.102,-9.961,"Major",0.186,175.54,"3/4",0.628
"Movie","Dorothée","Oh quelle histoire - Live","55y0Q655Nz4PRFIbWvigl0",3,0.3,0.336,352453,0.961,6.96e-05,"C",0.482,-4.03,"Major",0.215,173.56,"4/4",0.515
"Reggaeton","Chris Wandell","Red Bull","7aPcqTfI1qcYraBdakYSki",33,0.191,0.821,202528,0.59,0,"C#",0.108,-8.712,"Minor",0.2,96.035,"4/4",0.67
